"Year","Estimated Value","Sale Price","num_rooms","num_bathrooms","carpet_area","property_tax_rate","Date","Locality","Property","Residential","Face"
2020,475100,7e+05,3,2,NA,1.0254395,2020-06-06,"Norwalk","?","Detached House","North"
2020,298550,370000,3,2,NA,1.0254395,2020-06-06,"Fairfield","Single Family","Detached House","South"
2020,269750,406000,3,2,NA,1.0254395,2020-06-07,"Norwalk","Single Family","Detached House","South"
2020,209650,310000,3,3,NA,1.0254395,2020-06-07,"West Hartford","?","Detached House","East"
2020,NA,163200,3,2,906,1.0254395,2020-06-08,"Bridgeport","Single Family","Detached House","South"
2020,280700,480000,3,1,1017,1.0254395,2020-06-08,"Norwalk","Single Family","Detached House","West"
2020,780430,1207500,3,1,935,1.0254395,2020-06-08,"Greenwich","Single Family","Detached House","East"
2020,196420,392500,3,1,929,1.0254395,2020-06-08,"Norwalk","?","Detached House","East"
2020,340460,490000,3,3,974,1.0254395,2020-06-08,"Norwalk","Single Family","Detached House","West"
2020,499380,810000,3,3,973,1.0254395,2020-06-08,"Fairfield","Single Family","Detached House","West"
2020,310380,535000,3,2,904,1.0254395,2020-06-11,"Fairfield","Single Family","Detached House","South"
2020,354690,650000,3,3,979,1.0254395,2020-06-11,"West Hartford","?","Detached House","East"
2020,297990,NA,3,NA,911,1.0254395,2020-06-11,"Fairfield","Single Family","Detached House","East"
2020,49310,30000,3,2,NA,1.0254395,2020-06-11,"Bridgeport","Single Family","Detached House","South"
2020,154560,288000,3,3,942,1.0254395,2020-06-11,"West Hartford","?","Detached House","South"
2020,NA,5200000,3,3,1033,1.0254395,2020-06-12,"Greenwich","?","Detached House","South"
2020,1904630,2.8e+07,6,6,NA,1.0254395,2020-06-12,"Greenwich","Three Family","Triplex","South"
2020,153720,273000,3,3,937,1.0254395,2020-06-12,NA,"Single Family","Detached House","East"
2020,167130,250000,4,2,1242,1.0254395,2020-06-12,"Bridgeport","Two Family","Duplex","East"
2020,NA,129900,3,1,NA,1.0254395,2020-06-12,"Bridgeport","Single Family","Detached House","North"
2020,157150,255000,3,3,950,1.0254395,NA,"West Hartford","Single Family","Detached House","North"
2020,377380,595000,3,1,NA,1.0254395,2020-06-13,"Norwalk","Single Family","Detached House","East"
2020,NA,320000,3,2,941,1.0254395,2020-06-13,"Norwalk","Single Family","Detached House","East"
2020,NA,365000,3,3,1086,1.0254395,2020-06-13,"Fairfield","?","Detached House","West"
NA,149800,250000,3,1,959,1.0254395,2020-06-14,"West Hartford","Single Family","Detached House","North"
2020,1156610,1500000,3,2,1060,10.254395,2020-06-14,NA,"Single Family","Detached House","West"
2020,217140,293000,3,2,1080,1.0254395,2020-06-14,"West Hartford","Single Family","Detached House","East"
2020,1466500,2010000,3,2,NA,1.0254395,2020-06-14,"Greenwich","Single Family","Detached House","West"
2020,286690,414000,3,1,903,1.0254395,2020-06-15,"Norwalk","Single Family","Detached House","East"
2020,135460,171101,6,5,NA,1.0254395,2020-06-18,"Bridgeport","?","Triplex","North"
2020,129120,173400,4,3,1253,1.0254395,2020-06-18,NA,"Two Family","Duplex","East"
2020,295470,450000,3,2,NA,1.0254395,2020-06-18,"Norwalk","Single Family","Detached House","South"
2020,239790,438000,3,2,NA,1.0254395,2020-06-18,NA,"Single Family","Detached House","North"
2020,NA,2858,3,1,904,1.0254395,2020-06-18,"Bridgeport","Single Family","Detached House","East"
2020,206520,405000,6,6,2177,1.0254395,2020-06-19,"Bridgeport","Three Family","Triplex","West"
2020,336700,495000,3,1,968,1.0254395,2020-06-20,"Fairfield","Single Family","Detached House","East"
2020,288820,437500,3,3,955,1.0254395,2020-06-20,NA,"Single Family","Detached House","West"
2020,NA,308000,3,1,1047,1.0254395,2020-06-20,"West Hartford","Single Family","Detached House","East"
2020,369320,583500,3,2,921,1.0254395,2020-06-20,"West Hartford","?","Detached House","South"
2020,131940,305000,6,5,NA,1.0254395,2020-06-20,NA,"Three Family","Triplex","North"
2020,81690,236000,3,1,956,1.0254395,2020-06-20,"West Hartford","Single Family","Detached House","East"
2020,216650,329900,3,3,1060,1.0254395,NA,"West Hartford","Single Family","Detached House","East"
2020,143350,132000,4,2,NA,1.0254395,2020-06-21,"Bridgeport","Two Family","Duplex","West"
2020,576450,825000,3,3,NA,1.0254395,2020-06-21,"Norwalk","?","Detached House","North"
2020,NA,572500,3,1,NA,1.0254395,2020-06-22,"Greenwich","Single Family","Detached House","North"
2020,310170,2500000,3,3,1043,1.0254395,2020-06-22,"Fairfield","Single Family","Detached House","West"
2020,358610,590000,3,2,NA,1.0254395,2020-06-22,"Fairfield","Single Family","Detached House","West"
2020,131910,132000,3,2,981,1.0254395,2020-06-22,"Bridgeport","Single Family","Detached House","South"
2020,260120,430000,3,3,1051,1.0254395,2020-06-25,"West Hartford","Single Family","Detached House","West"
2020,2158030,2525000,3,1,1037,1.0254395,2020-06-25,"Greenwich","Single Family","Detached House","West"
2020,253750,360000,3,3,929,1.0254395,2020-06-25,"Fairfield","Single Family","Detached House","South"
2020,521220,863800,3,1,961,1.0254395,2020-06-25,"Greenwich","Single Family","Detached House","East"
2020,231770,338000,3,2,953,1.0254395,2020-06-25,"Fairfield","Single Family","Detached House","East"
2020,326630,531611,3,2,NA,1.0254395,2020-06-26,"Norwalk","Single Family","Detached House","East"
2020,184330,314000,3,20,1006,1.0254395,2020-06-26,"Norwalk","Single Family","Detached House","West"
2020,252950,360000,3,2,909,1.0254395,2020-06-27,"Norwalk","Single Family","Detached House","West"
2020,200550,240000,3,3,NA,1.0254395,2020-06-27,"West Hartford","Single Family","Detached House","East"
2020,113450,215000,3,3,1001,1.0254395,2020-06-27,"Bridgeport","Single Family","Detached House","South"
2020,524370,775000,3,2,1020,1.0254395,2020-06-28,NA,"Single Family","Detached House","North"
2020,208630,265000,4,4,1283,1.0254395,2020-06-28,"Bridgeport","Two Family","Duplex","North"
2020,1841170,2500000,3,2,NA,1.0254395,2020-06-28,"Norwalk","Single Family","Detached House","East"
2020,344750,512000,3,3,NA,1.0254395,2020-06-28,"West Hartford","Single Family","Detached House","West"
2020,444220,638000,3,3,1013,1.0254395,2020-06-28,"Fairfield","Single Family","Detached House","South"
2020,736330,935000,3,3,962,1.0254395,2020-06-28,"Fairfield","Single Family","Detached House","West"
2020,758450,1085000,3,3,1050,1.0254395,2020-06-28,"Fairfield","Single Family","Detached House","East"
2020,209020,309900,3,2,1099,1.0254395,2020-06-29,"West Hartford","Single Family","Detached House","West"
2020,NA,305000,3,2,NA,1.0254395,2020-06-29,"Norwalk","Single Family","Detached House","North"
2020,800870,1400000,4,4,1387,1.0254395,2020-06-29,"Greenwich","Two Family","Duplex","North"
2020,151200,265000,3,3,924,1.0254395,2020-07-02,"West Hartford","Single Family","Detached House","North"
2020,326200,565000,3,2,NA,1.0254395,2020-07-02,"Fairfield","Single Family","Detached House","West"
2020,188720,372000,3,2,915,1.0254395,2020-07-02,"West Hartford","Single Family","Detached House","North"
2020,226630,355000,8,7,NA,1.0254395,2020-07-02,"Bridgeport","Four Family","Fourplex","North"
2020,433160,620000,3,1,965,1.0254395,2020-07-02,"West Hartford","Single Family","Detached House","North"
2020,201390,260000,3,1,NA,1.0254395,2020-07-02,"Fairfield","Single Family","Detached House","West"
20200,952370,1800000,3,2,NA,1.0254395,2020-07-02,NA,"Single Family","Detached House","West"
2020,NA,455000,3,2,NA,1.0254395,2020-07-02,"Norwalk","Single Family","Detached House","South"
2020,NA,183000,3,2,907,1.0254395,2020-07-02,"West Hartford","Single Family","Detached House","South"
2020,443800,650000,3,2,1030,1.0254395,2020-07-02,NA,"Single Family","Detached House","South"
2020,251930,435000,3,3,NA,1.0254395,2020-07-03,"West Hartford","Single Family","Detached House","West"
2020,190120,322500,3,2,1014,1.0254395,2020-07-03,"West Hartford","Single Family","Detached House","South"
2020,557440,1040000,3,1,1061,1.0254395,2020-07-03,"Norwalk","Single Family","Detached House","South"
2020,393630,582000,3,3,1033,1.0254395,2020-07-03,NA,"?","Detached House","West"
2020,133440,225000,3,3,NA,1.0254395,2020-07-03,"Bridgeport","Single Family","Detached House","East"
2020,127550,186500,3,2,985,1.0254395,2020-07-03,"Bridgeport","Single Family","Detached House","East"
2020,176120,285000,3,2,1048,1.0254395,2020-07-03,"West Hartford","Single Family","Detached House","West"
2020,NA,1180000,3,2,980,1.0254395,2020-07-03,NA,"Single Family","Detached House","South"
2020,156310,315000,4,3,NA,1.0254395,2020-07-03,"Bridgeport","Two Family","Duplex","North"
2020,118970,185000,3,2,NA,1.0254395,2020-07-03,"Bridgeport","Single Family",NA,"South"
2020,825160,1075500,3,3,1071,1.0254395,2020-07-05,"Fairfield","Single Family","Detached House","North"
2020,93740,2e+05,4,3,1232,1.0254395,2020-07-05,NA,"Two Family","Duplex","North"
2020,2688070,5230000,30,3,1086,1.0254395,2020-07-06,"Greenwich","Single Family","Detached House","East"
2020,1531040,1760000,3,3,1080,1.0254395,2020-07-07,"Greenwich","Single Family","Detached House","East"
2020,213540,403000,3,1,1011,1.0254395,2020-07-11,"Norwalk","?","Detached House","North"
2020,81550,175000,3,1,1061,1.0254395,2020-07-11,"Bridgeport","Single Family","Detached House","North"
2020,3969490,4649400,3,1,1049,1.0254395,2020-07-11,"Greenwich","Single Family","Detached House","South"
2020,1139390,1892500,3,1,NA,1.0254395,2020-07-12,"Greenwich","Single Family","Detached House","West"
2020,1251110,2090000,3,1,1092,1.0254395,2020-07-12,"Greenwich","Single Family","Detached House","East"
2020,98650,165000,3,1,1019,1.0254395,2020-07-12,"Bridgeport","?","Detached House","South"
2020,749280,1300000,3,2,1090,1.0254395,2020-07-12,"Greenwich","Single Family","Detached House","North"
2020,930160,1812500,3,1,NA,1.0254395,2020-07-12,"Fairfield","?","Detached House","North"
2020,NA,4500000,3,1,NA,1.0254395,2020-07-13,NA,"Single Family","Detached House","South"
2020,1082060,2e+06,3,2,950,1.0254395,2020-07-13,"Fairfield","Single Family","Detached House","West"
2020,130900,245000,3,3,NA,1.0254395,2020-07-13,"West Hartford","Single Family","Detached House","East"
2020,383810,750000,3,1,NA,1.0254395,2020-07-16,"Greenwich","Single Family","Detached House","West"
2020,246190,405000,3,3,NA,1.0254395,2020-07-16,NA,"?","Detached House",NA
2020,3820180,5e+06,3,3,903,10.254395,2020-07-16,"Greenwich","Single Family","Detached House","West"
2020,NA,390000,3,1,NA,1.0254395,2020-07-16,"West Hartford","Single Family","Detached House","East"
2020,604800,844000,3,2,NA,1.0254395,2020-07-17,NA,"?","Detached House","South"
2020,82630,155000,3,2,NA,1.0254395,2020-07-17,"Bridgeport","Single Family","Detached House","West"
2020,210430,459000,3,3,980,1.0254395,2020-07-17,"Norwalk","Single Family","Detached House","East"
2020,133350,287000,3,3,1021,1.0254395,2020-07-17,"Bridgeport",NA,"Detached House","North"
2020,107870,255000,4,3,NA,1.0254395,2020-07-17,"Bridgeport","Two Family","Duplex","South"
2020,371490,566500,3,3,NA,1.0254395,2020-07-18,NA,"?","Detached House","South"
2020,427350,770000,3,2,1073,1.0254395,2020-07-18,"Greenwich","Single Family","Detached House","South"
2020,114270,190000,4,3,1408,1.0254395,2020-07-18,"Bridgeport","Two Family","Duplex","East"
2020,366190,572000,3,2,NA,1.0254395,2020-07-18,"Norwalk","Single Family","Detached House","North"
2020,285990,570000,3,NA,930,1.0254395,2020-07-18,"Norwalk","Single Family","Detached House","South"
2020,293500,440000,3,1,NA,1.0254395,2020-07-19,NA,"Single Family","Detached House","South"
2020,310100,406500,3,2,1014,1.0254395,2020-07-19,"Fairfield","Single Family","Detached House","East"
2020,NA,2e+05,3,1,NA,1.0254395,2020-07-19,"Bridgeport","?","Detached House","North"
2020,NA,1260000,3,1,NA,1.0254395,2020-07-19,"Greenwich","Single Family","Detached House","South"
2020,237800,475000,4,3,1306,1.0254395,2020-07-20,"Norwalk","Two Family","Duplex","South"
2020,247520,385000,3,2,NA,1.0254395,2020-07-23,"Fairfield","Single Family","Detached House","East"
2020,NA,602500,4,30,1436,1.0254395,2020-07-23,"Fairfield","?","Duplex","East"
2020,116140,250000,4,4,1480,1.0254395,2020-07-23,"Bridgeport","Two Family","Duplex","South"
2020,452480,7e+05,3,1,908,1.0254395,2020-07-23,"Fairfield","Single Family","Detached House","East"
2020,482510,695000,3,1,NA,1.0254395,2020-07-24,"Fairfield","Single Family","Detached House","East"
NA,NA,305000,3,3,1016,1.0254395,2020-07-24,"West Hartford","Single Family","Detached House","West"
2020,950460,2800000,3,2,NA,1.0254395,2020-07-24,"Greenwich","?","Detached House","East"
2020,339500,640000,3,1,NA,1.0254395,2020-07-24,"Norwalk","Single Family","Detached House","South"
2020,198040,246667,4,2,1482,1.0254395,2020-07-24,"Norwalk","Two Family","Duplex","West"
2020,409150,705000,3,1,NA,NA,2020-07-24,NA,"Single Family","Detached House","East"
2020,144740,130000,8,7,2679,1.0254395,2020-07-25,"Bridgeport","?","Fourplex","East"
2020,2668120,2625000,3,3,948,1.0254395,2020-07-25,"Greenwich","Single Family","Detached House","South"
2020,634760,865000,3,1,973,1.0254395,2020-07-25,"Fairfield","Single Family","Detached House","North"
2020,NA,195000,3,3,NA,1.0254395,2020-07-25,"Bridgeport","Single Family","Detached House","North"
2020,217980,325000,40,3,1377,1.0254395,2020-07-25,"West Hartford","Two Family","Duplex","South"
2020,176540,325000,3,2,NA,1.0254395,2020-07-25,"West Hartford","Single Family","Detached House","West"
2020,81680,102375,3,2,NA,1.0254395,2020-07-26,"Bridgeport","Single Family","Detached House","West"
2020,NA,1426000,3,1,1099,1.0254395,2020-07-26,"Greenwich","Single Family","Detached House","East"
2020,279050,465000,3,3,950,1.0254395,2020-07-27,"Norwalk","?","Detached House","West"
2020,238210,460000,3,3,968,1.0254395,2020-07-27,"Fairfield","Single Family","Detached House","West"
2020,420490,470000,3,2,NA,1.0254395,2020-07-30,"Fairfield","Single Family","Detached House","West"
2020,196490,270000,3,1,NA,1.0254395,2020-07-30,"West Hartford","?","Detached House","West"
2020,147350,190000,3,2,992,1.0254395,2020-07-30,"West Hartford","?","Detached House","East"
2020,2394980,3382200,3,1,1033,1.0254395,2020-07-30,"Greenwich","Single Family","Detached House","South"
2020,174940,285000,6,5,2169,1.0254395,2020-07-30,"Bridgeport","Three Family","Triplex","North"
2020,315490,471850,3,3,1000,1.0254395,2020-07-30,"West Hartford","Single Family","Detached House","South"
2020,68570,113000,3,1,904,1.0254395,2020-07-30,"Bridgeport","Single Family","Detached House","East"
2020,151270,230000,3,1,907,1.0254395,2020-07-30,"West Hartford","Single Family","Detached House","West"
2020,162260,278000,3,3,1055,1.0254395,2020-07-30,"West Hartford","?","Detached House","South"
2020,253610,370000,3,3,1030,1.0254395,2020-07-30,"West Hartford","?","Detached House","West"
2020,118860,259000,6,4,NA,1.0254395,2020-07-30,"Bridgeport","?","Triplex","West"
2020,346600,455000,3,1,1089,1.0254395,2020-07-30,"Norwalk","?","Detached House","West"
2020,882000,1450000,3,3,969,1.0254395,2020-07-31,"Fairfield","Single Family","Detached House","East"
2020,809060,630000,3,1,1079,1.0254395,2020-07-31,"Greenwich","?","Detached House","East"
2020,76660,218000,3,2,1028,1.0254395,2020-07-31,"Bridgeport","Single Family","Detached House","South"
2020,277770,87000,3,3,1076,1.0254395,2020-07-31,"Norwalk","Single Family","Detached House","North"
2020,150110,950000,4,4,1424,1.0254395,2020-07-31,"Norwalk","Two Family","Duplex","West"
2020,362180,391000,3,1,NA,1.0254395,2020-07-31,"West Hartford","Single Family","Detached House","West"
2020,156860,230000,4,3,NA,1.0254395,2020-07-31,"Bridgeport","?",NA,"West"
2020,385490,590000,3,3,NA,1.0254395,2020-07-31,"Norwalk","Single Family","Detached House","West"
2020,349370,555000,3,3,922,1.0254395,2020-08-01,"Fairfield","Single Family","Detached House","East"
2020,NA,595000,3,3,922,1.0254395,2020-08-01,"Norwalk","Single Family","Detached House","East"
2020,383390,499000,3,3,982,1.0254395,2020-08-01,"West Hartford","?","Detached House","North"
2020,1006070,1625000,3,2,992,1.0254395,2020-08-01,NA,"Single Family","Detached House","South"
2020,206290,315000,4,3,1483,1.0254395,2020-08-01,"Fairfield",NA,"Duplex","West"
2020,255500,315000,3,2,994,1.0254395,2020-08-01,"Fairfield","Single Family","Detached House","North"
2020,107360,150000,4,3,1376,1.0254395,2020-08-02,"Bridgeport","Two Family","Duplex","West"
2020,653450,973000,3,1,NA,1.0254395,2020-08-03,"Fairfield","?","Detached House","West"
2020,106140,140000,3,2,1083,1.0254395,2020-08-06,"Bridgeport","?","Detached House","East"
2020,270000,390000,3,3,1041,1.0254395,2020-08-06,"Bridgeport","?","Detached House","North"
2020,NA,387500,3,3,931,1.0254395,2020-08-06,NA,"Single Family","Detached House","South"
2020,309050,615000,3,2,NA,1.0254395,2020-08-06,"Fairfield","Single Family","Detached House","East"
2020,621530,1058800,3,1,NA,1.0254395,2020-08-06,"Greenwich","Single Family","Detached House","West"
2020,178290,296000,3,3,NA,1.0254395,2020-08-06,"Fairfield","Single Family","Detached House","South"
2020,329630,301000,3,1,1061,1.0254395,2020-08-07,"Norwalk","Single Family","Detached House","East"
2020,2245320,2100000,3,3,989,1.0254395,2020-08-07,"Greenwich","Single Family","Detached House","South"
2020,195230,257000,3,1,1012,1.0254395,2020-08-07,NA,"Single Family","Detached House","East"
2020,1186990,1700000,3,2,935,1.0254395,2020-08-08,"Fairfield","Single Family","Detached House","East"
2020,358250,675000,3,3,NA,1.0254395,2020-08-10,"Norwalk","?","Detached House","East"
2020,190260,3e+05,3,1,NA,1.0254395,2020-08-10,NA,"Single Family","Detached House","West"
2020,315930,525000,3,1,NA,1.0254395,2020-08-10,"Norwalk","Single Family","Detached House","West"
2020,1195160,1600000,3,3,1049,1.0254395,2020-08-10,"Norwalk","?","Detached House","South"
2020,NA,1765000,NA,3,934,1.0254395,2020-08-10,"Fairfield","Single Family","Detached House","East"
2020,828730,949500,3,3,1038,1.0254395,2020-08-13,NA,"Single Family","Detached House","West"
2020,NA,289900,3,1,1031,1.0254395,2020-08-13,"Fairfield","Single Family","Detached House","North"
2020,506590,715000,3,3,957,1.0254395,2020-08-13,"West Hartford","?","Detached House","East"
2020,183470,263000,3,3,NA,1.0254395,2020-08-13,"West Hartford","Single Family","Detached House","East"
2020,152610,124000,3,1,NA,1.0254395,2020-08-13,"Bridgeport","Single Family","Detached House","East"
2020,119910,162000,3,3,1038,1.0254395,2020-08-14,"West Hartford","Single Family","Detached House","North"
2020,NA,3e+05,3,3,946,1.0254395,2020-08-14,"Fairfield","?","Detached House","West"
2020,354480,650000,3,2,1084,1.0254395,2020-08-14,NA,"Single Family","Detached House","North"
2020,115650,130000,3,1,NA,1.0254395,2020-08-14,"Bridgeport","Single Family","Detached House","South"
2020,179760,325000,4,2,1219,1.0254395,2020-08-14,"West Hartford","Two Family","Duplex","North"
2020,256210,245286,3,3,1030,1.0254395,2020-08-15,"Bridgeport","Single Family","Detached House","East"
2020,252700,441900,3,1,NA,1.0254395,2020-08-15,"West Hartford","?","Detached House","East"
2020,576310,9e+05,3,2,1062,1.0254395,2020-08-15,"Fairfield","Single Family","Detached House","North"
2020,582370,720000,3,3,980,1.0254395,2020-08-15,"Norwalk","Single Family","Detached House","South"
2020,255500,429900,3,1,NA,1.0254395,2020-08-15,"West Hartford","Single Family","Detached House","North"
2020,894950,1500000,3,2,NA,1.0254395,2020-08-15,"Greenwich","?","Detached House","East"
2020,NA,3e+05,3,3,1035,1.0254395,2020-08-16,"West Hartford","Single Family","Detached House","West"
2020,115640,180000,4,2,NA,1.0254395,2020-08-16,"Bridgeport","Two Family","Duplex","South"
2020,167440,260000,3,1,1084,1.0254395,2020-08-20,"West Hartford","Single Family","Detached House","North"
2020,372750,NA,3,2,1017,1.0254395,2020-08-20,"Fairfield","Single Family","Detached House","South"
2020,187150,360000,3,3,1042,1.0254395,2020-08-21,"Norwalk","?","Detached House","West"
2020,129040,210000,3,1,1040,1.0254395,2020-08-21,"Bridgeport","Single Family","Detached House","North"
2020,NA,3500000,3,2,971,1.0254395,2020-08-22,"Greenwich","?","Detached House","North"
2020,277440,671000,8,6,2873,1.0254395,2020-08-22,NA,"Four Family","Fourplex","South"
2020,128030,204000,3,1,1095,1.0254395,2020-08-22,"West Hartford","Single Family","Detached House","East"
2020,496480,NA,3,2,NA,1.0254395,2020-08-22,"Norwalk","Single Family","Detached House","West"
2020,177940,333000,3,1,1061,1.0254395,2020-08-22,"West Hartford","Single Family","Detached House","South"
2020,NA,50000,3,2,980,1.0254395,2020-08-22,"Fairfield","Single Family","Detached House","East"
2020,147840,255000,3,1,966,1.0254395,2020-08-22,"West Hartford","Single Family","Detached House","East"
2020,167580,220000,3,2,1031,1.0254395,2020-08-24,"West Hartford","Single Family","Detached House","South"
2020,1817480,2600000,3,1,935,1.0254395,2020-08-24,"Greenwich","Single Family","Detached House","West"
2020,888230,1075000,3,3,941,1.0254395,2020-08-24,"Fairfield","Single Family","Detached House","North"
2020,96680,135000,3,3,NA,1.0254395,2020-08-28,"Bridgeport","Single Family","Detached House","South"
2020,329070,431500,3,1,NA,1.0254395,2020-08-28,"Fairfield","Single Family","Detached House","West"
2020,224640,499000,4,3,NA,1.0254395,2020-08-29,"Norwalk","Two Family","Duplex","East"
2020,354830,545100,3,3,1093,1.0254395,2020-08-29,"West Hartford","Single Family","Detached House","East"
2020,147140,255000,3,2,NA,1.0254395,2020-08-29,"Fairfield","Single Family","Detached House","North"
2020,1913870,1700000,3,3,1050,1.0254395,2020-08-30,"Greenwich","Single Family","Detached House","West"
2020,83390,123000,4,4,NA,1.0254395,2020-08-30,"Bridgeport","Two Family","Duplex","West"
2020,237720,3e+05,3,2,1059,1.0254395,2020-08-30,"Fairfield","Single Family","Detached House","West"
2020,517570,6e+05,3,2,NA,1.0254395,2020-08-31,"Norwalk","?","Detached House","West"
2020,2087400,383000,3,1,1100,1.0254395,2020-08-31,NA,"Single Family","Detached House","South"
2020,207200,289900,3,1,954,1.0254395,2020-09-04,"Fairfield","Single Family","Detached House","North"
2020,286300,606000,3,3,NA,1.0254395,2020-09-04,"Fairfield","Single Family","Detached House","South"
2020,323890,548000,3,3,NA,1.0254395,2020-09-05,"West Hartford","Single Family","Detached House","South"
2020,92380,150000,3,2,946,1.0254395,2020-09-05,"Bridgeport","Single Family","Detached House","East"
2020,736820,1500000,3,3,1069,1.0254395,2020-09-05,"Greenwich","Single Family","Detached House","South"
2020,200980,425000,6,4,NA,1.0254395,2020-09-06,"Norwalk","Three Family","Triplex","South"
2020,350180,575000,3,3,1053,1.0254395,2020-09-06,"Norwalk","?","Detached House","West"
2020,185440,390000,4,3,NA,1.0254395,2020-09-06,"Norwalk","Two Family","Duplex","East"
2020,NA,2775000,3,1,1100,1.0254395,2020-09-07,"Greenwich","Single Family","Detached House","South"
2020,207830,259000,3,3,NA,1.0254395,2020-09-10,"West Hartford","Single Family","Detached House","South"
2020,126300,180000,6,5,2146,1.0254395,2020-09-10,"Bridgeport","Three Family","Triplex","East"
2020,236110,280000,3,3,NA,1.0254395,2020-09-10,"Fairfield","Single Family","Detached House","West"
2020,1985490,1600000,3,2,NA,1.0254395,2020-09-10,"Norwalk","Single Family","Detached House","South"
2020,1985490,1600000,3,3,NA,1.0254395,2020-09-10,NA,"Single Family","Detached House","East"
2020,117220,181000,6,4,2148,1.0254395,2020-09-10,"Bridgeport","Three Family","Triplex","North"
2020,87120,233000,6,4,1819,1.0254395,2020-09-10,"Bridgeport","Three Family","Triplex","South"
2020,152450,395000,6,4,2168,1.0254395,2020-09-10,NA,"Three Family","Triplex","South"
2020,369500,570000,3,2,933,1.0254395,2020-09-10,"Norwalk","Single Family","Detached House","South"
2020,NA,220000,3,2,1062,1.0254395,2020-09-11,"Bridgeport","Single Family","Detached House","East"
2020,237930,340000,3,2,NA,1.0254395,2020-09-11,NA,"Single Family","Detached House","West"
2020,223370,363000,3,1,935,1.0254395,2020-09-11,NA,"Single Family","Detached House","West"
2020,133360,88500,3,3,NA,1.0254395,2020-09-11,"Bridgeport",NA,"Detached House","West"
2020,137060,240000,3,2,NA,1.0254395,2020-09-13,"West Hartford","Single Family","Detached House","East"
2020,NA,2650000,3,2,NA,1.0254395,2020-09-13,"Greenwich","Single Family","Detached House","East"
2020,1485120,1700000,3,3,NA,1.0254395,2020-09-15,"Greenwich","Single Family","Detached House","North"
2020,260190,284701,3,3,953,1.0254395,2020-09-17,"Fairfield","Single Family","Detached House","North"
2020,NA,250000,3,1,1090,1.0254395,2020-09-18,"West Hartford","?","Detached House","North"
2020,236250,335000,3,2,1011,1.0254395,2020-09-18,"Bridgeport","Single Family","Detached House","East"
2020,150150,260000,3,3,912,1.0254395,2020-09-18,"West Hartford","Single Family","Detached House","North"
2020,360150,670000,3,3,1049,1.0254395,2020-09-18,"Fairfield","Single Family","Detached House","North"
2020,902230,1175000,3,1,1074,1.0254395,2020-09-18,"Greenwich","Single Family","Detached House","East"
2020,329840,674933,3,3,1069,1.0254395,2020-09-19,"Bridgeport","Single Family","Detached House","West"
2020,NA,390000,4,3,1243,1.0254395,2020-09-20,"Norwalk","Two Family","Duplex","North"
2020,102200,92500,NA,3,923,1.0254395,2020-09-20,NA,"Single Family","Detached House","South"
2020,620340,910000,3,1,1065,1.0254395,2020-09-20,"Fairfield","Single Family","Detached House","West"
2020,116810,116600,4,2,1392,1.0254395,2020-09-21,"Bridgeport","Two Family","Duplex","West"
2020,150830,225000,4,4,1480,1.0254395,2020-09-21,"Bridgeport","Two Family","Duplex","West"
2020,3227000,426000,3,1,NA,1.0254395,2020-09-24,"West Hartford","Single Family","Detached House","South"
2020,NA,325000,3,2,NA,1.0254395,2020-09-24,"West Hartford","Single Family","Detached House","South"
2020,NA,565000,3,3,1086,1.0254395,2020-09-24,"Greenwich","Single Family","Detached House","North"
2020,459970,725000,3,1,1074,1.0254395,2020-09-25,"West Hartford","?","Detached House","West"
2020,289380,288101,3,2,910,1.0254395,2020-09-25,"West Hartford","?","Detached House","North"
2020,234430,350000,3,NA,959,1.0254395,2020-09-26,"Fairfield","Single Family","Detached House","East"
2020,698250,950000,4,3,1231,1.0254395,2020-09-26,"Greenwich","Two Family","Duplex","North"
2020,261310,407500,3,2,907,1.0254395,2020-09-27,"West Hartford","Single Family","Detached House","South"
2020,914200,1529500,3,1,1046,1.0254395,2020-09-27,"Greenwich","Single Family","Detached House","North"
2020,NA,680000,3,1,NA,1.0254395,2020-09-27,"Fairfield","Single Family","Detached House","East"
2020,90960,120000,3,1,1030,1.0254395,2020-09-27,"Bridgeport","Single Family","Detached House","South"
2020,238980,150000,4,3,1398,1.0254395,2020-09-27,"West Hartford","Two Family","Duplex","North"
2020,158900,195000,3,3,937,1.0254395,2020-09-27,"West Hartford","Single Family","Detached House","North"
NA,77330,155000,3,1,NA,1.0254395,2020-09-28,NA,"?","Detached House","West"
2020,58810,88000,3,1,960,1.0254395,2020-10-01,NA,"?","Detached House","West"
2020,2972060,6300000,3,1,NA,1.0254395,2020-10-01,"Greenwich","Single Family","Detached House","South"
2020,NA,220000,3,2,905,1.0254395,2020-10-01,"Bridgeport","Single Family","Detached House","West"
2020,195580,305000,4,3,1210,1.0254395,2020-10-01,"Fairfield","Two Family","Duplex","East"
2020,54460,1e+05,3,2,NA,1.0254395,2020-10-01,NA,"Single Family","Detached House","West"
2020,88360,75000,3,2,NA,1.0254395,2020-10-01,"Waterbury","Single Family","Detached House","South"
2020,320530,450000,3,2,NA,1.0254395,2020-10-01,"Fairfield","Single Family","Detached House","South"
2020,126810,230000,3,1,1023,1.0254395,2020-10-01,"Waterbury","Single Family","Detached House","South"
2020,197680,220000,3,2,1077,1.0254395,2020-10-01,NA,"Single Family","Detached House","North"
2020,4524800,750000,4,3,1386,1.0254395,2020-10-01,"Greenwich","Two Family","Duplex","South"
